instance,n_cranes,strategy,cost,lb_mc,gap,n_steps,interference,time_s
mc_R061608_001_c2.txt,3,S1,65427.8,54809.2,19.37,462,256.0,5.681
mc_R061608_001_c2.txt,3,S2,65422.6,54809.2,19.36,462,2.0,5.741
mc_R061608_001_c2.txt,3,S3,65427.8,54809.2,19.37,462,256.0,5.792
mc_R061608_001_c2.txt,3,S4,65052.0,54809.2,18.69,462,0.0,5.763
mc_R061608_001_c3.txt,2,S1,66807.5,56612.8,18.01,462,186.0,5.76
mc_R061608_001_c3.txt,2,S2,66368.1,56612.8,17.23,462,1.0,5.66
mc_R061608_001_c3.txt,2,S3,66807.5,56612.8,18.01,462,186.0,5.784
mc_R061608_001_c3.txt,2,S4,66434.7,56612.8,17.35,462,0.0,5.662
mc_R061608_001_c3.txt,3,S1,65427.8,54809.2,19.37,462,256.0,5.774
mc_R061608_001_c3.txt,3,S2,65422.6,54809.2,19.36,462,2.0,5.558
mc_R061608_001_c3.txt,3,S3,65427.8,54809.2,19.37,462,256.0,5.645
mc_R061608_001_c3.txt,3,S4,65052.0,54809.2,18.69,462,0.0,5.556
mc_R061608_002_c2.txt,2,S1,67067.6,56782.6,18.11,457,182.0,5.424
mc_R061608_002_c2.txt,2,S2,66205.2,56782.6,16.59,457,0.0,5.454
mc_R061608_002_c2.txt,2,S3,67067.6,56782.6,18.11,457,182.0,5.48
mc_R061608_002_c2.txt,2,S4,66447.4,56782.6,17.02,457,0.0,5.456
mc_R061608_002_c2.txt,3,S1,65553.4,55016.8,19.15,457,259.0,5.53
mc_R061608_002_c2.txt,3,S2,65109.2,55016.8,18.34,457,1.0,5.474
mc_R061608_002_c2.txt,3,S3,65553.4,55016.8,19.15,457,259.0,5.534
mc_R061608_002_c2.txt,3,S4,65388.4,55016.8,18.85,457,0.0,5.578
mc_R061608_002_c3.txt,2,S1,67067.6,56782.6,18.11,457,182.0,5.57
mc_R061608_002_c3.txt,2,S2,66205.2,56782.6,16.59,457,0.0,5.681
mc_R061608_002_c3.txt,2,S3,67067.6,56782.6,18.11,457,182.0,5.828
mc_R061608_002_c3.txt,2,S4,66447.4,56782.6,17.02,457,0.0,5.675
mc_R061608_002_c3.txt,3,S1,65553.4,55016.8,19.15,457,259.0,5.568
mc_R061608_002_c3.txt,3,S2,65109.2,55016.8,18.34,457,1.0,5.491
mc_R061608_002_c3.txt,3,S3,65553.4,55016.8,19.15,457,259.0,5.57
mc_R061608_002_c3.txt,3,S4,65388.4,55016.8,18.85,457,0.0,5.743
mc_R061608_003_c2.txt,2,S1,66295.5,56995.2,16.32,439,179.0,6.121
mc_R061608_003_c2.txt,2,S2,65802.7,56995.2,15.45,439,0.0,5.787
mc_R061608_003_c2.txt,2,S3,66295.5,56995.2,16.32,439,179.0,5.573
mc_R061608_003_c2.txt,2,S4,66135.7,56995.2,16.04,439,0.0,5.58
mc_R061608_003_c2.txt,3,S1,64981.6,55143.0,17.84,439,246.0,5.687
mc_R061608_003_c2.txt,3,S2,64807.4,55143.0,17.53,439,0.0,5.754
mc_R061608_003_c2.txt,3,S3,64981.6,55143.0,17.84,439,246.0,5.95
mc_R061608_003_c2.txt,3,S4,64592.5,55143.0,17.14,439,0.0,5.866
mc_R061608_003_c3.txt,2,S1,66295.5,56995.2,16.32,439,179.0,6.046
mc_R061608_003_c3.txt,2,S2,65802.7,56995.2,15.45,439,0.0,5.785
mc_R061608_003_c3.txt,2,S3,66295.5,56995.2,16.32,439,179.0,5.608
mc_R061608_003_c3.txt,2,S4,66135.7,56995.2,16.04,439,0.0,5.749
mc_R061608_003_c3.txt,3,S1,64981.6,55143.0,17.84,439,246.0,5.611
mc_R061608_003_c3.txt,3,S2,64807.4,55143.0,17.53,439,0.0,5.882
mc_R061608_003_c3.txt,3,S3,64981.6,55143.0,17.84,439,246.0,5.62
mc_R061608_003_c3.txt,3,S4,64592.5,55143.0,17.14,439,0.0,5.601
mc_R061608_004_c2.txt,2,S1,66854.2,57582.4,16.1,456,187.0,5.827
mc_R061608_004_c2.txt,2,S2,66528.9,57582.4,15.54,456,0.0,8.061
mc_R061608_004_c2.txt,2,S3,66854.2,57582.4,16.1,456,187.0,5.938
mc_R061608_004_c2.txt,2,S4,66548.9,57582.4,15.57,456,0.0,5.824
mc_R061608_004_c2.txt,3,S1,65147.2,55789.6,16.77,456,263.0,5.911
mc_R061608_004_c2.txt,3,S2,65035.2,55789.6,16.57,456,0.0,6.03
mc_R061608_004_c2.txt,3,S3,65147.2,55789.6,16.77,456,263.0,6.198
mc_R061608_004_c2.txt,3,S4,65068.5,55789.6,16.63,456,0.0,6.345
mc_R061608_004_c3.txt,2,S1,66854.2,57582.4,16.1,456,187.0,5.601
mc_R061608_004_c3.txt,2,S2,66528.9,57582.4,15.54,456,0.0,5.621
mc_R061608_004_c3.txt,2,S3,66854.2,57582.4,16.1,456,187.0,5.719
mc_R061608_004_c3.txt,2,S4,66548.9,57582.4,15.57,456,0.0,5.489
mc_R061608_004_c3.txt,3,S1,65147.2,55789.6,16.77,456,263.0,6.142
mc_R061608_004_c3.txt,3,S2,65035.2,55789.6,16.57,456,0.0,5.586
mc_R061608_004_c3.txt,3,S3,65147.2,55789.6,16.77,456,263.0,5.614
mc_R061608_004_c3.txt,3,S4,65068.5,55789.6,16.63,456,0.0,5.699
mc_R061608_005_c2.txt,2,S1,67620.8,58378.2,15.83,459,189.0,5.749
mc_R061608_005_c2.txt,2,S2,67117.4,58378.2,14.97,459,1.0,5.732
mc_R061608_005_c2.txt,2,S3,67620.8,58378.2,15.83,459,189.0,5.749
mc_R061608_005_c2.txt,2,S4,67243.6,58378.2,15.19,459,0.0,5.773
mc_R061608_005_c2.txt,3,S1,66281.9,56520.6,17.27,459,257.0,5.893
mc_R061608_005_c2.txt,3,S2,65577.1,56520.6,16.02,459,3.0,5.789
mc_R061608_005_c2.txt,3,S3,66281.9,56520.6,17.27,459,257.0,5.73
mc_R061608_005_c2.txt,3,S4,66022.1,56520.6,16.81,459,0.0,5.668
mc_R061608_005_c3.txt,2,S1,67620.8,58378.2,15.83,459,189.0,5.518
mc_R061608_005_c3.txt,2,S2,67117.4,58378.2,14.97,459,1.0,5.595
mc_R061608_005_c3.txt,2,S3,67620.8,58378.2,15.83,459,189.0,5.506
mc_R061608_005_c3.txt,2,S4,67243.6,58378.2,15.19,459,0.0,5.643
mc_R061608_005_c3.txt,3,S1,66281.9,56520.6,17.27,459,257.0,5.953
mc_R061608_005_c3.txt,3,S2,65577.1,56520.6,16.02,459,3.0,5.612
mc_R061608_005_c3.txt,3,S3,66281.9,56520.6,17.27,459,257.0,5.712
mc_R061608_005_c3.txt,3,S4,66022.1,56520.6,16.81,459,0.0,5.92
mc_R081606_001_c2.txt,2,S1,64725.1,58691.7,10.28,350,130.0,5.244
mc_R081606_001_c2.txt,2,S2,64079.1,58691.7,9.18,350,2.0,4.854
mc_R081606_001_c2.txt,2,S3,64725.1,58691.7,10.28,350,130.0,4.787
mc_R081606_001_c2.txt,2,S4,64025.5,58691.7,9.09,350,0.0,4.981
mc_R081606_001_c2.txt,3,S1,63557.7,57077.1,11.35,350,186.0,5.779
mc_R081606_001_c2.txt,3,S2,63135.3,57077.1,10.61,350,2.0,5.011
mc_R081606_001_c2.txt,3,S3,63557.7,57077.1,11.35,350,186.0,5.072
mc_R081606_001_c2.txt,3,S4,62899.2,57077.1,10.2,350,0.0,5.052
mc_R081606_001_c3.txt,2,S1,64725.1,58691.7,10.28,350,130.0,5.091
mc_R081606_001_c3.txt,2,S2,64079.1,58691.7,9.18,350,2.0,5.145
mc_R081606_001_c3.txt,2,S3,64725.1,58691.7,10.28,350,130.0,5.202
mc_R081606_001_c3.txt,2,S4,64025.5,58691.7,9.09,350,0.0,5.189
mc_R081606_001_c3.txt,3,S1,63561.2,57077.1,11.36,350,186.0,5.203
mc_R081606_001_c3.txt,3,S2,63131.8,57077.1,10.61,350,2.0,5.216
mc_R081606_001_c3.txt,3,S3,63561.2,57077.1,11.36,350,186.0,5.284
mc_R081606_001_c3.txt,3,S4,62895.7,57077.1,10.19,350,0.0,5.494
mc_R081606_002_c2.txt,2,S1,65592.1,58859.1,11.44,343,123.0,4.887
mc_R081606_002_c2.txt,2,S2,64874.0,58859.1,10.22,343,2.0,4.851
mc_R081606_002_c2.txt,2,S3,65592.1,58859.1,11.44,343,123.0,4.876
mc_R081606_002_c2.txt,2,S4,64435.1,58859.1,9.47,343,0.0,4.807
mc_R081606_002_c2.txt,3,S1,64862.1,57217.5,13.36,343,173.0,4.872
mc_R081606_002_c2.txt,3,S2,64118.0,57217.5,12.06,343,2.0,4.911
mc_R081606_002_c2.txt,3,S3,64862.1,57217.5,13.36,343,173.0,4.794
mc_R081606_002_c2.txt,3,S4,63685.9,57217.5,11.3,343,0.0,4.865
mc_R081606_002_c3.txt,2,S1,65592.1,58859.1,11.44,343,123.0,4.881
mc_R081606_002_c3.txt,2,S2,64874.0,58859.1,10.22,343,2.0,4.803
mc_R081606_002_c3.txt,2,S3,65592.1,58859.1,11.44,343,123.0,4.937
mc_R081606_002_c3.txt,2,S4,64435.1,58859.1,9.47,343,0.0,5.164
mc_R081606_002_c3.txt,3,S1,64865.6,57217.5,13.37,343,173.0,4.932
mc_R081606_002_c3.txt,3,S2,64114.5,57217.5,12.05,343,2.0,5.022
mc_R081606_002_c3.txt,3,S3,64865.6,57217.5,13.37,343,173.0,4.823
mc_R081606_002_c3.txt,3,S4,63682.4,57217.5,11.3,343,0.0,5.164
mc_R081606_003_c2.txt,2,S1,66910.6,59365.1,12.71,387,144.0,5.328
mc_R081606_003_c2.txt,2,S2,66095.8,59365.1,11.34,387,0.0,5.213
mc_R081606_003_c2.txt,2,S3,66910.6,59365.1,12.71,387,144.0,5.214
mc_R081606_003_c2.txt,2,S4,66116.0,59365.1,11.37,387,0.0,5.299
mc_R081606_003_c2.txt,3,S1,65532.8,57631.7,13.71,387,205.0,5.309
mc_R081606_003_c2.txt,3,S2,64771.6,57631.7,12.39,387,1.0,5.31
mc_R081606_003_c2.txt,3,S3,65532.8,57631.7,13.71,387,205.0,5.315
mc_R081606_003_c2.txt,3,S4,64894.3,57631.7,12.6,387,0.0,5.393
mc_R081606_003_c3.txt,2,S1,66910.6,59365.1,12.71,387,144.0,5.485
mc_R081606_003_c3.txt,2,S2,66095.8,59365.1,11.34,387,0.0,5.364
mc_R081606_003_c3.txt,2,S3,66910.6,59365.1,12.71,387,144.0,5.41
mc_R081606_003_c3.txt,2,S4,66116.0,59365.1,11.37,387,0.0,5.532
mc_R081606_003_c3.txt,3,S1,65489.3,57631.7,13.63,387,205.0,5.566
mc_R081606_003_c3.txt,3,S2,64768.1,57631.7,12.38,387,1.0,5.642
mc_R081606_003_c3.txt,3,S3,65489.3,57631.7,13.63,387,205.0,7.699
mc_R081606_003_c3.txt,3,S4,64890.8,57631.7,12.6,387,0.0,5.749
mc_R081606_004_c2.txt,2,S1,65450.2,58892.7,11.13,368,139.0,5.14
mc_R081606_004_c2.txt,2,S2,65384.3,58892.7,11.02,368,8.0,5.132
mc_R081606_004_c2.txt,2,S3,65450.2,58892.7,11.13,368,139.0,5.223
mc_R081606_004_c2.txt,2,S4,65525.9,58892.7,11.26,368,0.0,5.127
mc_R081606_004_c2.txt,3,S1,64609.5,57267.3,12.82,368,192.0,5.235
mc_R081606_004_c2.txt,3,S2,64365.3,57267.3,12.39,368,14.0,5.291
mc_R081606_004_c2.txt,3,S3,64609.5,57267.3,12.82,368,192.0,5.278
mc_R081606_004_c2.txt,3,S4,64468.0,57267.3,12.57,368,0.0,5.288
mc_R081606_004_c3.txt,2,S1,65450.2,58892.7,11.13,368,139.0,5.403
mc_R081606_004_c3.txt,2,S2,65384.3,58892.7,11.02,368,8.0,5.602
mc_R081606_004_c3.txt,2,S3,65450.2,58892.7,11.13,368,139.0,5.692
mc_R081606_004_c3.txt,2,S4,65525.9,58892.7,11.26,368,0.0,5.539
mc_R081606_004_c3.txt,3,S1,64613.0,57267.3,12.83,368,192.0,6.167
mc_R081606_004_c3.txt,3,S2,64361.8,57267.3,12.39,368,14.0,5.86
mc_R081606_004_c3.txt,3,S3,64613.0,57267.3,12.83,368,192.0,5.477
mc_R081606_004_c3.txt,3,S4,64464.5,57267.3,12.57,368,0.0,5.302
mc_R081606_005_c2.txt,2,S1,66699.1,59994.3,11.18,358,127.0,5.438
mc_R081606_005_c2.txt,2,S2,65940.5,59994.3,9.91,358,1.0,5.155
mc_R081606_005_c2.txt,2,S3,66699.1,59994.3,11.18,358,127.0,5.226
mc_R081606_005_c2.txt,2,S4,66026.3,59994.3,10.05,358,0.0,5.093
mc_R081606_005_c2.txt,3,S1,65250.4,58358.1,11.81,358,180.0,5.111
mc_R081606_005_c2.txt,3,S2,64587.0,58358.1,10.67,358,1.0,5.12
mc_R081606_005_c2.txt,3,S3,65250.4,58358.1,11.81,358,180.0,5.13
mc_R081606_005_c2.txt,3,S4,64835.8,58358.1,11.1,358,0.0,5.064
mc_R081606_005_c3.txt,2,S1,66699.1,59994.3,11.18,358,127.0,5.135
mc_R081606_005_c3.txt,2,S2,65940.5,59994.3,9.91,358,1.0,5.022
mc_R081606_005_c3.txt,2,S3,66699.1,59994.3,11.18,358,127.0,5.073
mc_R081606_005_c3.txt,2,S4,66026.3,59994.3,10.05,358,0.0,5.117
mc_R081606_005_c3.txt,3,S1,65253.9,58358.1,11.82,358,180.0,5.073
mc_R081606_005_c3.txt,3,S2,64630.5,58358.1,10.75,358,1.0,5.172
mc_R081606_005_c3.txt,3,S3,65253.9,58358.1,11.82,358,180.0,5.193
mc_R081606_005_c3.txt,3,S4,64879.3,58358.1,11.17,358,0.0,7.134
mc_R101606_001_c2.txt,2,S1,87153.4,77707.0,12.16,457,176.0,7.032
mc_R101606_001_c2.txt,2,S2,85624.8,77707.0,10.19,457,0.0,6.854
mc_R101606_001_c2.txt,2,S3,87153.4,77707.0,12.16,457,176.0,6.99
mc_R101606_001_c2.txt,2,S4,85886.4,77707.0,10.53,457,0.0,6.83
mc_R101606_001_c2.txt,3,S1,85767.0,75617.2,13.42,457,235.0,7.024
mc_R101606_001_c2.txt,3,S2,84148.8,75617.2,11.28,457,1.0,6.9
mc_R101606_001_c2.txt,3,S3,85767.0,75617.2,13.42,457,235.0,7.12
mc_R101606_001_c2.txt,3,S4,84408.4,75617.2,11.63,457,0.0,7.212
mc_R101606_001_c3.txt,2,S1,87153.4,77707.0,12.16,457,176.0,7.244
mc_R101606_001_c3.txt,2,S2,85624.8,77707.0,10.19,457,0.0,7.258
mc_R101606_001_c3.txt,2,S3,87153.4,77707.0,12.16,457,176.0,7.225
mc_R101606_001_c3.txt,2,S4,85886.4,77707.0,10.53,457,0.0,7.077
mc_R101606_001_c3.txt,3,S1,85767.0,75617.2,13.42,457,235.0,7.127
mc_R101606_001_c3.txt,3,S2,84148.8,75617.2,11.28,457,1.0,7.213
mc_R101606_001_c3.txt,3,S3,85767.0,75617.2,13.42,457,235.0,7.156
mc_R101606_001_c3.txt,3,S4,84408.4,75617.2,11.63,457,0.0,7.171
mc_R101606_002_c2.txt,2,S1,84997.9,76283.0,11.42,433,149.0,7.168
mc_R101606_002_c2.txt,2,S2,83556.5,76283.0,9.53,433,0.0,6.803
mc_R101606_002_c2.txt,2,S3,84997.9,76283.0,11.42,433,149.0,6.856
mc_R101606_002_c2.txt,2,S4,83983.7,76283.0,10.09,433,0.0,6.863
mc_R101606_002_c2.txt,3,S1,83900.7,74312.0,12.9,433,202.0,7.006
mc_R101606_002_c2.txt,3,S2,82307.5,74312.0,10.76,433,1.0,7.094
mc_R101606_002_c2.txt,3,S3,83900.7,74312.0,12.9,433,202.0,7.032
mc_R101606_002_c2.txt,3,S4,82611.3,74312.0,11.17,433,0.0,7.173
mc_R101606_002_c3.txt,2,S1,84997.9,76283.0,11.42,433,149.0,6.962
mc_R101606_002_c3.txt,2,S2,83556.5,76283.0,9.53,433,0.0,6.783
mc_R101606_002_c3.txt,2,S3,84997.9,76283.0,11.42,433,149.0,6.696
mc_R101606_002_c3.txt,2,S4,83983.7,76283.0,10.09,433,0.0,7.342
mc_R101606_002_c3.txt,3,S1,83900.7,74312.0,12.9,433,202.0,6.904
mc_R101606_002_c3.txt,3,S2,82307.5,74312.0,10.76,433,1.0,6.781
mc_R101606_002_c3.txt,3,S3,83900.7,74312.0,12.9,433,202.0,6.769
mc_R101606_002_c3.txt,3,S4,82611.3,74312.0,11.17,433,0.0,6.899
mc_R101606_003_c2.txt,2,S1,85640.9,76744.5,11.59,458,163.0,7.223
mc_R101606_003_c2.txt,2,S2,84874.7,76744.5,10.59,458,4.0,7.304
mc_R101606_003_c2.txt,2,S3,85640.9,76744.5,11.59,458,163.0,7.213
mc_R101606_003_c2.txt,2,S4,84719.9,76744.5,10.39,458,0.0,7.323
mc_R101606_003_c2.txt,3,S1,85227.1,74681.7,14.12,458,223.0,7.162
mc_R101606_003_c2.txt,3,S2,83223.9,74681.7,11.44,458,2.0,7.06
mc_R101606_003_c2.txt,3,S3,85227.1,74681.7,14.12,458,223.0,7.002
mc_R101606_003_c2.txt,3,S4,83284.1,74681.7,11.52,458,0.0,7.268
mc_R101606_003_c3.txt,2,S1,85640.9,76744.5,11.59,458,163.0,7.122
mc_R101606_003_c3.txt,2,S2,84874.7,76744.5,10.59,458,4.0,7.043
mc_R101606_003_c3.txt,2,S3,85640.9,76744.5,11.59,458,163.0,7.127
mc_R101606_003_c3.txt,2,S4,84719.9,76744.5,10.39,458,0.0,7.133
mc_R101606_003_c3.txt,3,S1,85227.1,74681.7,14.12,458,223.0,7.102
mc_R101606_003_c3.txt,3,S2,83223.9,74681.7,11.44,458,2.0,7.203
mc_R101606_003_c3.txt,3,S3,85227.1,74681.7,14.12,458,223.0,7.276
mc_R101606_003_c3.txt,3,S4,83284.1,74681.7,11.52,458,0.0,7.368
mc_R101606_004_c2.txt,2,S1,86322.3,77251.0,11.74,435,148.0,6.772
mc_R101606_004_c2.txt,2,S2,84592.6,77251.0,9.5,435,0.0,6.863
mc_R101606_004_c2.txt,2,S3,86322.3,77251.0,11.74,435,148.0,6.74
mc_R101606_004_c2.txt,2,S4,84755.8,77251.0,9.71,435,0.0,6.802
mc_R101606_004_c2.txt,3,S1,84358.2,75301.6,12.03,435,204.0,6.84
mc_R101606_004_c2.txt,3,S2,83716.2,75301.6,11.17,435,0.0,7.17
mc_R101606_004_c2.txt,3,S3,84358.2,75301.6,12.03,435,204.0,6.896
mc_R101606_004_c2.txt,3,S4,83095.3,75301.6,10.35,435,0.0,6.842
mc_R101606_004_c3.txt,2,S1,86322.3,77251.0,11.74,435,148.0,6.775
mc_R101606_004_c3.txt,2,S2,84592.6,77251.0,9.5,435,0.0,6.974
mc_R101606_004_c3.txt,2,S3,86322.3,77251.0,11.74,435,148.0,7.052
mc_R101606_004_c3.txt,2,S4,84755.8,77251.0,9.71,435,0.0,7.046
mc_R101606_004_c3.txt,3,S1,84358.2,75301.6,12.03,435,204.0,7.158
mc_R101606_004_c3.txt,3,S2,83716.2,75301.6,11.17,435,0.0,6.785
mc_R101606_004_c3.txt,3,S3,84358.2,75301.6,12.03,435,204.0,6.792
mc_R101606_004_c3.txt,3,S4,83095.3,75301.6,10.35,435,0.0,6.786
mc_R101606_005_c2.txt,2,S1,85026.8,76497.5,11.15,449,170.0,7.01
mc_R101606_005_c2.txt,2,S2,84058.0,76497.5,9.88,449,0.0,7.187
mc_R101606_005_c2.txt,2,S3,85026.8,76497.5,11.15,449,170.0,7.053
mc_R101606_005_c2.txt,2,S4,84036.4,76497.5,9.86,449,0.0,7.055
mc_R101606_005_c2.txt,3,S1,83720.5,74526.5,12.34,449,228.0,7.154
mc_R101606_005_c2.txt,3,S2,82679.0,74526.5,10.94,449,0.0,7.588
mc_R101606_005_c2.txt,3,S3,83720.5,74526.5,12.34,449,228.0,7.591
mc_R101606_005_c2.txt,3,S4,82722.3,74526.5,11.0,449,0.0,7.27
mc_R101606_005_c3.txt,2,S1,85026.8,76497.5,11.15,449,170.0,7.296
mc_R101606_005_c3.txt,2,S2,84058.0,76497.5,9.88,449,0.0,7.049
mc_R101606_005_c3.txt,2,S3,85026.8,76497.5,11.15,449,170.0,6.917
mc_R101606_005_c3.txt,2,S4,84036.4,76497.5,9.86,449,0.0,6.847
mc_R101606_005_c3.txt,3,S1,83720.5,74526.5,12.34,449,228.0,6.875
mc_R101606_005_c3.txt,3,S2,82679.0,74526.5,10.94,449,0.0,6.877
mc_R101606_005_c3.txt,3,S3,83720.5,74526.5,12.34,449,228.0,7.045
mc_R101606_005_c3.txt,3,S4,82722.3,74526.5,11.0,449,0.0,6.909
mc_U011606_001_c2.txt,2,S1,5320.8,5544.5,-4.03,56,28.0,0.461
mc_U011606_001_c2.txt,2,S2,5320.8,5544.5,-4.03,56,0.0,0.426
mc_U011606_001_c2.txt,2,S3,5320.8,5544.5,-4.03,56,28.0,0.521
mc_U011606_001_c2.txt,2,S4,5320.8,5544.5,-4.03,56,0.0,0.502
mc_U011606_001_c2.txt,3,S1,5320.8,5646.2,-5.76,56,37.0,0.435
mc_U011606_001_c2.txt,3,S2,5320.8,5646.2,-5.76,56,0.0,0.425
mc_U011606_001_c2.txt,3,S3,5320.8,5646.2,-5.76,56,37.0,0.437
mc_U011606_001_c2.txt,3,S4,5320.8,5646.2,-5.76,56,0.0,0.418
mc_U011606_001_c3.txt,2,S1,5320.8,5544.5,-4.03,56,28.0,0.421
mc_U011606_001_c3.txt,2,S2,5320.8,5544.5,-4.03,56,0.0,0.425
mc_U011606_001_c3.txt,2,S3,5320.8,5544.5,-4.03,56,28.0,0.432
mc_U011606_001_c3.txt,2,S4,5320.8,5544.5,-4.03,56,0.0,0.406
mc_U011606_001_c3.txt,3,S1,5320.8,5646.2,-5.76,56,37.0,0.448
mc_U011606_001_c3.txt,3,S2,5320.8,5646.2,-5.76,56,0.0,0.42
mc_U011606_001_c3.txt,3,S3,5320.8,5646.2,-5.76,56,37.0,0.436
mc_U011606_001_c3.txt,3,S4,5320.8,5646.2,-5.76,56,0.0,0.429
mc_U011606_002_c2.txt,2,S1,5528.4,5482.5,0.84,61,30.0,0.461
mc_U011606_002_c2.txt,2,S2,5528.4,5482.5,0.84,61,0.0,0.465
mc_U011606_002_c2.txt,2,S3,5528.4,5482.5,0.84,61,30.0,0.46
mc_U011606_002_c2.txt,2,S4,5528.4,5482.5,0.84,61,0.0,0.465
mc_U011606_002_c2.txt,3,S1,5528.4,5582.4,-0.97,61,40.0,0.482
mc_U011606_002_c2.txt,3,S2,5528.4,5582.4,-0.97,61,0.0,0.469
mc_U011606_002_c2.txt,3,S3,5528.4,5582.4,-0.97,61,40.0,0.472
mc_U011606_002_c2.txt,3,S4,5528.4,5582.4,-0.97,61,0.0,0.484
mc_U011606_002_c3.txt,2,S1,5528.4,5482.5,0.84,61,30.0,0.485
mc_U011606_002_c3.txt,2,S2,5528.4,5482.5,0.84,61,0.0,0.476
mc_U011606_002_c3.txt,2,S3,5528.4,5482.5,0.84,61,30.0,0.485
mc_U011606_002_c3.txt,2,S4,5528.4,5482.5,0.84,61,0.0,0.466
mc_U011606_002_c3.txt,3,S1,5528.4,5582.4,-0.97,61,40.0,0.467
mc_U011606_002_c3.txt,3,S2,5528.4,5582.4,-0.97,61,0.0,0.451
mc_U011606_002_c3.txt,3,S3,5528.4,5582.4,-0.97,61,40.0,0.498
mc_U011606_002_c3.txt,3,S4,5528.4,5582.4,-0.97,61,0.0,0.466
mc_U011608_001_c2.txt,2,S1,7611.6,7341.9,3.67,81,40.0,0.653
mc_U011608_001_c2.txt,2,S2,7611.6,7341.9,3.67,81,0.0,0.607
mc_U011608_001_c2.txt,2,S3,7611.6,7341.9,3.67,81,40.0,0.67
mc_U011608_001_c2.txt,2,S4,7611.6,7341.9,3.67,81,0.0,0.619
mc_U011608_001_c2.txt,3,S1,7611.6,7478.8,1.78,81,54.0,0.63
mc_U011608_001_c2.txt,3,S2,7611.6,7478.8,1.78,81,0.0,0.672
mc_U011608_001_c2.txt,3,S3,7611.6,7478.8,1.78,81,54.0,0.621
mc_U011608_001_c2.txt,3,S4,7611.6,7478.8,1.78,81,0.0,0.597
mc_U011608_001_c3.txt,2,S1,7611.6,7341.9,3.67,81,40.0,0.65
mc_U011608_001_c3.txt,2,S2,7611.6,7341.9,3.67,81,0.0,0.71
