instance,n_cranes,strategy,cost,lb_mc,gap,n_steps,interference,time_s
mc_U011608_001_c3.txt,2,S3,7611.6,7341.9,3.67,81,40.0,0.674
mc_U011608_001_c3.txt,2,S4,7611.6,7341.9,3.67,81,0.0,0.661
mc_U011608_001_c3.txt,3,S1,7611.6,7478.8,1.78,81,54.0,0.607
mc_U011608_001_c3.txt,3,S2,7611.6,7478.8,1.78,81,0.0,0.622
mc_U011608_001_c3.txt,3,S3,7611.6,7478.8,1.78,81,54.0,0.639
mc_U011608_001_c3.txt,3,S4,7611.6,7478.8,1.78,81,0.0,0.628
mc_U011608_002_c2.txt,2,S1,7767.6,7437.9,4.43,90,45.0,2.374
mc_U011608_002_c2.txt,2,S2,7767.6,7437.9,4.43,90,0.0,1.099
mc_U011608_002_c2.txt,2,S3,7767.6,7437.9,4.43,90,45.0,0.681
mc_U011608_002_c2.txt,2,S4,7767.6,7437.9,4.43,90,0.0,0.661
mc_U011608_002_c2.txt,3,S1,7767.6,7574.8,2.55,90,60.0,0.72
mc_U011608_002_c2.txt,3,S2,7767.6,7574.8,2.55,90,0.0,0.663
mc_U011608_002_c2.txt,3,S3,7767.6,7574.8,2.55,90,60.0,0.674
mc_U011608_002_c2.txt,3,S4,7767.6,7574.8,2.55,90,0.0,0.667
mc_U011608_002_c3.txt,2,S1,7767.6,7437.9,4.43,90,45.0,0.653
mc_U011608_002_c3.txt,2,S2,7767.6,7437.9,4.43,90,0.0,0.653
mc_U011608_002_c3.txt,2,S3,7767.6,7437.9,4.43,90,45.0,0.668
mc_U011608_002_c3.txt,2,S4,7767.6,7437.9,4.43,90,0.0,0.662
mc_U011608_002_c3.txt,3,S1,7767.6,7574.8,2.55,90,60.0,0.697
mc_U011608_002_c3.txt,3,S2,7767.6,7574.8,2.55,90,0.0,0.667
mc_U011608_002_c3.txt,3,S3,7767.6,7574.8,2.55,90,60.0,0.65
mc_U011608_002_c3.txt,3,S4,7767.6,7574.8,2.55,90,0.0,0.669
mc_U021606_001_c2.txt,2,S1,13523.4,11873.4,13.9,119,61.0,0.967
mc_U021606_001_c2.txt,2,S2,13436.4,11873.4,13.16,119,0.0,0.953
mc_U021606_001_c2.txt,2,S3,13523.4,11873.4,13.9,119,61.0,0.998
mc_U021606_001_c2.txt,2,S4,13436.4,11873.4,13.16,119,0.0,0.979
mc_U021606_001_c2.txt,3,S1,13436.4,12073.2,11.29,119,80.0,0.995
mc_U021606_001_c2.txt,3,S2,13436.4,12073.2,11.29,119,0.0,0.994
mc_U021606_001_c2.txt,3,S3,13436.4,12073.2,11.29,119,80.0,1.034
mc_U021606_001_c2.txt,3,S4,13436.4,12073.2,11.29,119,0.0,1.003
mc_U021606_001_c3.txt,2,S1,13523.4,11873.4,13.9,119,61.0,1.007
mc_U021606_001_c3.txt,2,S2,13436.4,11873.4,13.16,119,0.0,0.958
mc_U021606_001_c3.txt,2,S3,13523.4,11873.4,13.9,119,61.0,1.01
mc_U021606_001_c3.txt,2,S4,13436.4,11873.4,13.16,119,0.0,0.989
mc_U021606_001_c3.txt,3,S1,13436.4,12073.2,11.29,119,80.0,1.075
mc_U021606_001_c3.txt,3,S2,13479.9,12073.2,11.65,119,0.0,0.995
mc_U021606_001_c3.txt,3,S3,13436.4,12073.2,11.29,119,80.0,0.985
mc_U021606_001_c3.txt,3,S4,13436.4,12073.2,11.29,119,0.0,1.033
mc_U021606_002_c2.txt,2,S1,13446.3,11914.2,12.86,115,58.0,1.112
mc_U021606_002_c2.txt,2,S2,13364.1,11914.2,12.17,115,0.0,1.303
mc_U021606_002_c2.txt,2,S3,13446.3,11914.2,12.86,115,58.0,0.974
mc_U021606_002_c2.txt,2,S4,13364.1,11914.2,12.17,115,0.0,0.973
mc_U021606_002_c2.txt,3,S1,13364.1,12114.0,10.32,115,76.0,0.985
mc_U021606_002_c2.txt,3,S2,13364.1,12114.0,10.32,115,0.0,1.038
mc_U021606_002_c2.txt,3,S3,13364.1,12114.0,10.32,115,76.0,0.981
mc_U021606_002_c2.txt,3,S4,13364.1,12114.0,10.32,115,0.0,0.992
mc_U021606_002_c3.txt,2,S1,13446.3,11914.2,12.86,115,58.0,0.945
mc_U021606_002_c3.txt,2,S2,13364.1,11914.2,12.17,115,0.0,1.082
mc_U021606_002_c3.txt,2,S3,13446.3,11914.2,12.86,115,58.0,1.275
mc_U021606_002_c3.txt,2,S4,13364.1,11914.2,12.17,115,0.0,1.107
mc_U021606_002_c3.txt,3,S1,13407.6,12114.0,10.68,115,76.0,0.981
mc_U021606_002_c3.txt,3,S2,13407.6,12114.0,10.68,115,0.0,0.981
mc_U021606_002_c3.txt,3,S3,13407.6,12114.0,10.68,115,76.0,0.967
mc_U021606_002_c3.txt,3,S4,13364.1,12114.0,10.32,115,0.0,0.977
mc_U021608_001_c2.txt,2,S1,19069.5,16219.2,17.57,173,84.0,1.493
mc_U021608_001_c2.txt,2,S2,18987.3,16219.2,17.07,173,0.0,1.521
mc_U021608_001_c2.txt,2,S3,19069.5,16219.2,17.57,173,84.0,1.746
mc_U021608_001_c2.txt,2,S4,18987.3,16219.2,17.07,173,0.0,1.482
mc_U021608_001_c2.txt,3,S1,18987.3,16511.5,14.99,173,116.0,1.5
mc_U021608_001_c2.txt,3,S2,18987.3,16511.5,14.99,173,0.0,1.543
mc_U021608_001_c2.txt,3,S3,18987.3,16511.5,14.99,173,116.0,1.525
mc_U021608_001_c2.txt,3,S4,18987.3,16511.5,14.99,173,0.0,1.487
mc_U021608_001_c3.txt,2,S1,19069.5,16219.2,17.57,173,84.0,1.535
mc_U021608_001_c3.txt,2,S2,18987.3,16219.2,17.07,173,0.0,1.516
mc_U021608_001_c3.txt,2,S3,19069.5,16219.2,17.57,173,84.0,1.513
mc_U021608_001_c3.txt,2,S4,18987.3,16219.2,17.07,173,0.0,1.564
mc_U021608_001_c3.txt,3,S1,18987.3,16511.5,14.99,173,116.0,1.604
mc_U021608_001_c3.txt,3,S2,19030.8,16511.5,15.26,173,0.0,1.598
mc_U021608_001_c3.txt,3,S3,18987.3,16511.5,14.99,173,116.0,1.541
mc_U021608_001_c3.txt,3,S4,18987.3,16511.5,14.99,173,0.0,1.553
mc_U021608_002_c2.txt,2,S1,18993.0,15942.9,19.13,181,92.0,1.633
mc_U021608_002_c2.txt,2,S2,18814.2,15942.9,18.01,181,0.0,1.585
mc_U021608_002_c2.txt,2,S3,18993.0,15942.9,19.13,181,92.0,1.611
mc_U021608_002_c2.txt,2,S4,18814.2,15942.9,18.01,181,0.0,1.621
mc_U021608_002_c2.txt,3,S1,18901.2,16235.2,16.42,181,121.0,1.678
mc_U021608_002_c2.txt,3,S2,18814.2,16235.2,15.89,181,0.0,1.591
mc_U021608_002_c2.txt,3,S3,18901.2,16235.2,16.42,181,121.0,1.625
mc_U021608_002_c2.txt,3,S4,18814.2,16235.2,15.89,181,0.0,1.625
mc_U021608_002_c3.txt,2,S1,18993.0,15942.9,19.13,181,92.0,1.824
mc_U021608_002_c3.txt,2,S2,18814.2,15942.9,18.01,181,0.0,1.615
mc_U021608_002_c3.txt,2,S3,18993.0,15942.9,19.13,181,92.0,1.623
mc_U021608_002_c3.txt,2,S4,18814.2,15942.9,18.01,181,0.0,1.6
mc_U021608_002_c3.txt,3,S1,18901.2,16235.2,16.42,181,121.0,1.666
mc_U021608_002_c3.txt,3,S2,18857.7,16235.2,16.15,181,0.0,1.721
mc_U021608_002_c3.txt,3,S3,18901.2,16235.2,16.42,181,121.0,1.651
mc_U021608_002_c3.txt,3,S4,18814.2,16235.2,15.89,181,0.0,1.651
mc_U041606_001_c2.txt,2,S1,30455.3,27026.4,12.69,224,100.0,2.501
mc_U041606_001_c2.txt,2,S2,30491.4,27026.4,12.82,224,0.0,2.341
mc_U041606_001_c2.txt,2,S3,30455.3,27026.4,12.69,224,100.0,2.343
mc_U041606_001_c2.txt,2,S4,30533.6,27026.4,12.98,224,0.0,2.337
mc_U041606_001_c2.txt,3,S1,30012.7,25854.6,16.08,224,145.0,2.334
mc_U041606_001_c2.txt,3,S2,29647.8,25854.6,14.67,224,0.0,2.345
mc_U041606_001_c2.txt,3,S3,30012.7,25854.6,16.08,224,145.0,2.379
mc_U041606_001_c2.txt,3,S4,29962.2,25854.6,15.89,224,0.0,2.412
mc_U041606_001_c3.txt,2,S1,30455.3,27026.4,12.69,224,100.0,2.365
mc_U041606_001_c3.txt,2,S2,30491.4,27026.4,12.82,224,0.0,2.308
mc_U041606_001_c3.txt,2,S3,30455.3,27026.4,12.69,224,100.0,2.319
mc_U041606_001_c3.txt,2,S4,30533.6,27026.4,12.98,224,0.0,2.489
mc_U041606_001_c3.txt,3,S1,30012.7,25854.6,16.08,224,145.0,2.356
mc_U041606_001_c3.txt,3,S2,29647.8,25854.6,14.67,224,0.0,3.035
mc_U041606_001_c3.txt,3,S3,30012.7,25854.6,16.08,224,145.0,3.158
mc_U041606_001_c3.txt,3,S4,29962.2,25854.6,15.89,224,0.0,2.515
mc_U041606_002_c2.txt,2,S1,30980.5,26971.0,14.87,240,106.0,2.508
mc_U041606_002_c2.txt,2,S2,31053.3,26971.0,15.14,240,0.0,2.58
mc_U041606_002_c2.txt,2,S3,30980.5,26971.0,14.87,240,106.0,2.633
mc_U041606_002_c2.txt,2,S4,30932.8,26971.0,14.69,240,0.0,2.498
mc_U041606_002_c2.txt,3,S1,30251.1,25804.6,17.23,240,153.0,2.556
mc_U041606_002_c2.txt,3,S2,30340.2,25804.6,17.58,240,0.0,2.571
mc_U041606_002_c2.txt,3,S3,30251.1,25804.6,17.23,240,153.0,2.568
mc_U041606_002_c2.txt,3,S4,30185.7,25804.6,16.98,240,0.0,2.574
mc_U041606_002_c3.txt,2,S1,30980.5,26971.0,14.87,240,106.0,2.609
mc_U041606_002_c3.txt,2,S2,31053.3,26971.0,15.14,240,0.0,2.622
mc_U041606_002_c3.txt,2,S3,30980.5,26971.0,14.87,240,106.0,2.564
mc_U041606_002_c3.txt,2,S4,30932.8,26971.0,14.69,240,0.0,2.576
mc_U041606_002_c3.txt,3,S1,30251.1,25804.6,17.23,240,153.0,2.566
mc_U041606_002_c3.txt,3,S2,30340.2,25804.6,17.58,240,0.0,2.53
mc_U041606_002_c3.txt,3,S3,30251.1,25804.6,17.23,240,153.0,2.526
mc_U041606_002_c3.txt,3,S4,30185.7,25804.6,16.98,240,0.0,2.635
mc_U041608_001_c2.txt,2,S1,44201.9,37990.7,16.35,354,171.0,4.283
mc_U041608_001_c2.txt,2,S2,44191.2,37990.7,16.32,354,0.0,3.909
mc_U041608_001_c2.txt,2,S3,44201.9,37990.7,16.35,354,171.0,3.956
mc_U041608_001_c2.txt,2,S4,44425.3,37990.7,16.94,354,0.0,3.923
mc_U041608_001_c2.txt,3,S1,43535.1,36284.3,19.98,354,229.0,3.867
mc_U041608_001_c2.txt,3,S2,43482.0,36284.3,19.84,354,0.0,4.56
mc_U041608_001_c2.txt,3,S3,43535.1,36284.3,19.98,354,229.0,4.424
mc_U041608_001_c2.txt,3,S4,43538.4,36284.3,19.99,354,0.0,3.999
mc_U041608_001_c3.txt,2,S1,44201.9,37990.7,16.35,354,171.0,4.123
mc_U041608_001_c3.txt,2,S2,44191.2,37990.7,16.32,354,0.0,4.041
mc_U041608_001_c3.txt,2,S3,44201.9,37990.7,16.35,354,171.0,3.895
mc_U041608_001_c3.txt,2,S4,44425.3,37990.7,16.94,354,0.0,4.208
mc_U041608_001_c3.txt,3,S1,43535.1,36284.3,19.98,354,229.0,4.357
mc_U041608_001_c3.txt,3,S2,43482.0,36284.3,19.84,354,0.0,3.94
mc_U041608_001_c3.txt,3,S3,43535.1,36284.3,19.98,354,229.0,3.963
mc_U041608_001_c3.txt,3,S4,43538.4,36284.3,19.99,354,0.0,4.087
mc_U041608_002_c2.txt,2,S1,43739.0,37390.5,16.98,336,154.0,3.839
mc_U041608_002_c2.txt,2,S2,43918.8,37390.5,17.46,336,0.0,3.882
mc_U041608_002_c2.txt,2,S3,43739.0,37390.5,16.98,336,154.0,3.87
mc_U041608_002_c2.txt,2,S4,43911.4,37390.5,17.44,336,0.0,3.872
mc_U041608_002_c2.txt,3,S1,43017.0,35684.1,20.55,336,211.0,3.949
mc_U041608_002_c2.txt,3,S2,42975.0,35684.1,20.43,336,0.0,3.876
mc_U041608_002_c2.txt,3,S3,43017.0,35684.1,20.55,336,211.0,3.99
mc_U041608_002_c2.txt,3,S4,43157.4,35684.1,20.94,336,0.0,3.753
mc_U041608_002_c3.txt,2,S1,43739.0,37390.5,16.98,336,154.0,3.598
mc_U041608_002_c3.txt,2,S2,43918.8,37390.5,17.46,336,0.0,3.597
mc_U041608_002_c3.txt,2,S3,43739.0,37390.5,16.98,336,154.0,3.769
mc_U041608_002_c3.txt,2,S4,43911.4,37390.5,17.44,336,0.0,3.657
mc_U041608_002_c3.txt,3,S1,43017.0,35684.1,20.55,336,211.0,3.631
mc_U041608_002_c3.txt,3,S2,42975.0,35684.1,20.43,336,0.0,3.612
mc_U041608_002_c3.txt,3,S3,43017.0,35684.1,20.55,336,211.0,3.694
mc_U041608_002_c3.txt,3,S4,43157.4,35684.1,20.94,336,0.0,3.618
mc_U061606_001_c2.txt,2,S1,50004.4,43790.0,14.19,358,161.0,4.285
mc_U061606_001_c2.txt,2,S2,49770.6,43790.0,13.66,358,0.0,4.245
mc_U061606_001_c2.txt,2,S3,50004.4,43790.0,14.19,358,161.0,4.285
mc_U061606_001_c2.txt,2,S4,49857.0,43790.0,13.85,358,0.0,4.197
mc_U061606_001_c2.txt,3,S1,49048.7,41986.4,16.82,358,217.0,4.266
mc_U061606_001_c2.txt,3,S2,49196.9,41986.4,17.17,358,0.0,4.469
mc_U061606_001_c2.txt,3,S3,49048.7,41986.4,16.82,358,217.0,4.24
mc_U061606_001_c2.txt,3,S4,48981.7,41986.4,16.66,358,0.0,4.229
mc_U061606_001_c3.txt,2,S1,50004.4,43790.0,14.19,358,161.0,4.468
mc_U061606_001_c3.txt,2,S2,49770.6,43790.0,13.66,358,0.0,4.284
mc_U061606_001_c3.txt,2,S3,50004.4,43790.0,14.19,358,161.0,4.204
mc_U061606_001_c3.txt,2,S4,49857.0,43790.0,13.85,358,0.0,4.051
mc_U061606_001_c3.txt,3,S1,49048.7,41986.4,16.82,358,217.0,4.098
mc_U061606_001_c3.txt,3,S2,49196.9,41986.4,17.17,358,0.0,4.006
mc_U061606_001_c3.txt,3,S3,49048.7,41986.4,16.82,358,217.0,4.087
mc_U061606_001_c3.txt,3,S4,48981.7,41986.4,16.66,358,0.0,4.103
mc_U061606_002_c2.txt,2,S1,50458.9,43981.6,14.73,361,161.0,4.562
mc_U061606_002_c2.txt,2,S2,50573.9,43981.6,14.99,361,0.0,4.259
mc_U061606_002_c2.txt,2,S3,50458.9,43981.6,14.73,361,161.0,4.094
mc_U061606_002_c2.txt,2,S4,50374.9,43981.6,14.54,361,0.0,4.105
mc_U061606_002_c2.txt,3,S1,50008.7,42178.0,18.57,361,220.0,4.095
mc_U061606_002_c2.txt,3,S2,49537.2,42178.0,17.45,361,0.0,4.075
mc_U061606_002_c2.txt,3,S3,50008.7,42178.0,18.57,361,220.0,4.102
mc_U061606_002_c2.txt,3,S4,49484.9,42178.0,17.32,361,0.0,4.209
mc_U061606_002_c3.txt,2,S1,50458.9,43981.6,14.73,361,161.0,4.19
mc_U061606_002_c3.txt,2,S2,50573.9,43981.6,14.99,361,0.0,4.315
mc_U061606_002_c3.txt,2,S3,50458.9,43981.6,14.73,361,161.0,4.216
mc_U061606_002_c3.txt,2,S4,50374.9,43981.6,14.54,361,0.0,4.194
mc_U061606_002_c3.txt,3,S1,50008.7,42178.0,18.57,361,220.0,4.157
mc_U061606_002_c3.txt,3,S2,49537.2,42178.0,17.45,361,0.0,4.315
mc_U061606_002_c3.txt,3,S3,50008.7,42178.0,18.57,361,220.0,4.29
mc_U061606_002_c3.txt,3,S4,49484.9,42178.0,17.32,361,0.0,4.262
mc_U061608_001_c2.txt,2,S1,69707.3,58577.0,19.0,524,236.0,6.606
mc_U061608_001_c2.txt,2,S2,69412.9,58577.0,18.5,524,0.0,6.707
mc_U061608_001_c2.txt,2,S3,69707.3,58577.0,19.0,524,236.0,6.952
mc_U061608_001_c2.txt,2,S4,69456.9,58577.0,18.57,524,0.0,6.215
mc_U061608_001_c2.txt,3,S1,68609.1,56017.4,22.48,524,332.0,6.371
mc_U061608_001_c2.txt,3,S2,68695.9,56017.4,22.63,524,0.0,6.559
mc_U061608_001_c2.txt,3,S3,68609.1,56017.4,22.48,524,332.0,6.973
mc_U061608_001_c2.txt,3,S4,68541.9,56017.4,22.36,524,0.0,6.649
mc_U061608_001_c3.txt,2,S1,69707.3,58577.0,19.0,524,236.0,6.722
mc_U061608_001_c3.txt,2,S2,69412.9,58577.0,18.5,524,0.0,7.187
mc_U061608_001_c3.txt,2,S3,69707.3,58577.0,19.0,524,236.0,6.627
mc_U061608_001_c3.txt,2,S4,69456.9,58577.0,18.57,524,0.0,6.8
mc_U061608_001_c3.txt,3,S1,68609.1,56017.4,22.48,524,332.0,6.731
mc_U061608_001_c3.txt,3,S2,68695.9,56017.4,22.63,524,0.0,6.885
mc_U061608_001_c3.txt,3,S3,68609.1,56017.4,22.48,524,332.0,6.843
mc_U061608_001_c3.txt,3,S4,68541.9,56017.4,22.36,524,0.0,6.875
mc_U061608_002_c2.txt,2,S1,70145.9,59054.0,18.78,511,223.0,6.987
mc_U061608_002_c2.txt,2,S2,69801.9,59054.0,18.2,511,0.0,6.818
mc_U061608_002_c2.txt,2,S3,70145.9,59054.0,18.78,511,223.0,6.4
mc_U061608_002_c2.txt,2,S4,69666.4,59054.0,17.97,511,0.0,6.383
mc_U061608_002_c2.txt,3,S1,69393.5,56494.4,22.83,511,310.0,6.528
mc_U061608_002_c2.txt,3,S2,68904.5,56494.4,21.97,511,0.0,6.452
mc_U061608_002_c2.txt,3,S3,69393.5,56494.4,22.83,511,310.0,6.723
mc_U061608_002_c2.txt,3,S4,68936.5,56494.4,22.02,511,0.0,8.775
mc_U061608_002_c3.txt,2,S1,70145.9,59054.0,18.78,511,223.0,6.502
mc_U061608_002_c3.txt,2,S2,69801.9,59054.0,18.2,511,0.0,6.385
mc_U061608_002_c3.txt,2,S3,70145.9,59054.0,18.78,511,223.0,6.777
mc_U061608_002_c3.txt,2,S4,69666.4,59054.0,17.97,511,0.0,6.419
mc_U061608_002_c3.txt,3,S1,69393.5,56494.4,22.83,511,310.0,6.318
mc_U061608_002_c3.txt,3,S2,68904.5,56494.4,21.97,511,0.0,6.591
mc_U061608_002_c3.txt,3,S3,69393.5,56494.4,22.83,511,310.0,6.122
mc_U061608_002_c3.txt,3,S4,68936.5,56494.4,22.02,511,0.0,6.209
mc_U081606_001_c2.txt,2,S1,69519.0,61312.3,13.39,458,187.0,6.039
mc_U081606_001_c2.txt,2,S2,68746.0,61312.3,12.12,458,0.0,6.291
mc_U081606_001_c2.txt,2,S3,69519.0,61312.3,13.39,458,187.0,6.255
mc_U081606_001_c2.txt,2,S4,68694.0,61312.3,12.04,458,0.0,6.323
mc_U081606_001_c2.txt,3,S1,68262.1,58920.1,15.86,458,275.0,6.204
mc_U081606_001_c2.txt,3,S2,67912.4,58920.1,15.26,458,0.0,6.182
mc_U081606_001_c2.txt,3,S3,68262.1,58920.1,15.86,458,275.0,6.238
mc_U081606_001_c2.txt,3,S4,67844.7,58920.1,15.15,458,0.0,6.187
mc_U081606_001_c3.txt,2,S1,69519.0,61312.3,13.39,458,187.0,6.095
mc_U081606_001_c3.txt,2,S2,68746.0,61312.3,12.12,458,0.0,5.98
mc_U081606_001_c3.txt,2,S3,69519.0,61312.3,13.39,458,187.0,6.176
mc_U081606_001_c3.txt,2,S4,68694.0,61312.3,12.04,458,0.0,6.102
mc_U081606_001_c3.txt,3,S1,68265.6,58920.1,15.86,458,275.0,6.157
mc_U081606_001_c3.txt,3,S2,67868.9,58920.1,15.19,458,0.0,6.251
mc_U081606_001_c3.txt,3,S3,68265.6,58920.1,15.86,458,275.0,6.219
mc_U081606_001_c3.txt,3,S4,67801.2,58920.1,15.07,458,0.0,6.39
mc_U081606_002_c2.txt,2,S1,67262.4,59725.8,12.62,464,201.0,6.394
mc_U081606_002_c2.txt,2,S2,67363.5,59725.8,12.79,464,0.0,6.469
mc_U081606_002_c2.txt,2,S3,67262.4,59725.8,12.62,464,201.0,6.784
mc_U081606_002_c2.txt,2,S4,67422.3,59725.8,12.89,464,0.0,6.737
mc_U081606_002_c2.txt,3,S1,66536.8,57328.2,16.06,464,282.0,6.722
mc_U081606_002_c2.txt,3,S2,66503.8,57328.2,16.01,464,0.0,6.647
mc_U081606_002_c2.txt,3,S3,66536.8,57328.2,16.06,464,282.0,7.232
mc_U081606_002_c2.txt,3,S4,66265.0,57328.2,15.59,464,0.0,6.739
mc_U081606_002_c3.txt,2,S1,67262.4,59725.8,12.62,464,201.0,6.97
mc_U081606_002_c3.txt,2,S2,67363.5,59725.8,12.79,464,0.0,6.712
mc_U081606_002_c3.txt,2,S3,67262.4,59725.8,12.62,464,201.0,6.747
mc_U081606_002_c3.txt,2,S4,67422.3,59725.8,12.89,464,0.0,6.774
mc_U081606_002_c3.txt,3,S1,66533.3,57328.2,16.06,464,282.0,6.738
mc_U081606_002_c3.txt,3,S2,66500.3,57328.2,16.0,464,0.0,6.706
mc_U081606_002_c3.txt,3,S3,66533.3,57328.2,16.06,464,282.0,6.718
mc_U081606_002_c3.txt,3,S4,66261.5,57328.2,15.58,464,0.0,6.646
mc_U101606_001_c2.txt,2,S1,91134.5,79354.1,14.85,591,251.0,9.463
mc_U101606_001_c2.txt,2,S2,90395.7,79354.1,13.91,591,8.0,9.272
mc_U101606_001_c2.txt,2,S3,91134.5,79354.1,14.85,591,251.0,8.973
mc_U101606_001_c2.txt,2,S4,90271.1,79354.1,13.76,591,0.0,8.926
mc_U101606_001_c2.txt,3,S1,90621.9,76324.7,18.73,591,347.0,8.81
mc_U101606_001_c2.txt,3,S2,89256.8,76324.7,16.94,591,10.0,8.846
mc_U101606_001_c2.txt,3,S3,90621.9,76324.7,18.73,591,347.0,8.765
mc_U101606_001_c2.txt,3,S4,89126.2,76324.7,16.77,591,0.0,9.337
mc_U101606_001_c3.txt,2,S1,91134.5,79354.1,14.85,591,251.0,8.753
mc_U101606_001_c3.txt,2,S2,90395.7,79354.1,13.91,591,8.0,9.078
mc_U101606_001_c3.txt,2,S3,91134.5,79354.1,14.85,591,251.0,9.047
mc_U101606_001_c3.txt,2,S4,90271.1,79354.1,13.76,591,0.0,9.067
mc_U101606_001_c3.txt,3,S1,90621.9,76324.7,18.73,591,347.0,8.872
mc_U101606_001_c3.txt,3,S2,89256.8,76324.7,16.94,591,10.0,8.764
mc_U101606_001_c3.txt,3,S3,90621.9,76324.7,18.73,591,347.0,8.836
mc_U101606_001_c3.txt,3,S4,89126.2,76324.7,16.77,591,0.0,9.081
mc_U101606_002_c2.txt,2,S1,91641.7,80054.0,14.47,596,245.0,9.193
mc_U101606_002_c2.txt,2,S2,90556.2,80054.0,13.12,596,0.0,9.423
mc_U101606_002_c2.txt,2,S3,91641.7,80054.0,14.47,596,245.0,9.48
mc_U101606_002_c2.txt,2,S4,90317.8,80054.0,12.82,596,0.0,9.602
mc_U101606_002_c2.txt,3,S1,90623.0,77024.6,17.65,596,346.0,9.692
mc_U101606_002_c2.txt,3,S2,89440.6,77024.6,16.12,596,1.0,9.246
mc_U101606_002_c2.txt,3,S3,90623.0,77024.6,17.65,596,346.0,9.21
mc_U101606_002_c2.txt,3,S4,89681.6,77024.6,16.43,596,0.0,9.261
mc_U101606_002_c3.txt,2,S1,91641.7,80054.0,14.47,596,245.0,9.836
mc_U101606_002_c3.txt,2,S2,90556.2,80054.0,13.12,596,0.0,10.512
mc_U101606_002_c3.txt,2,S3,91641.7,80054.0,14.47,596,245.0,9.416
mc_U101606_002_c3.txt,2,S4,90317.8,80054.0,12.82,596,0.0,9.511
mc_U101606_002_c3.txt,3,S1,90623.0,77024.6,17.65,596,346.0,9.49
mc_U101606_002_c3.txt,3,S2,89440.6,77024.6,16.12,596,1.0,9.608
mc_U101606_002_c3.txt,3,S3,90623.0,77024.6,17.65,596,346.0,9.503
mc_U101606_002_c3.txt,3,S4,89681.6,77024.6,16.43,596,0.0,9.484
